Hours_Studied;Attendance;Parental_Involvement;Access_to_Resources;Extracurricular_Activities;Previous_Scores;Motivation_Level;Tutoring_Sessions;Family_Income;Teacher_Quality;Peer_Influence;Learning_Disabilities;Parental_Education_Level;Distance_from_Home;Study_Efficiency;High_Support;Family_Education_Support;Exam_Score
27;91;1;0;1;82;2;0;1;1;1;0;1;0;0.325301205;0;0;70.890827
19;87;2;2;1;75;2;2;1;1;0;0;1;1;0.25;0;0;67.355171
19;90;0;0;0;85;2;2;2;2;1;0;0;2;0.220930233;1;0;70.357202
29;97;0;2;0;86;2;0;2;2;2;0;0;2;0.333333333;0;0;73.074101
21;83;2;0;1;61;0;2;1;0;2;0;2;2;0.338709677;1;0;69.856269
27;74;2;2;1;74;2;2;2;0;1;0;0;0;0.36;0;0;67.130856
21;97;2;1;0;99;2;1;0;2;0;0;2;2;0.21;0;0;70.81454
17;76;2;0;0;71;2;0;2;0;1;0;2;2;0.236111111;0;0;64.704102
20;83;2;2;1;68;0;1;2;2;2;0;1;2;0.289855072;0;0;67.561085
23;100;0;1;1;69;1;0;1;0;2;0;2;2;0.328571429;0;1;73.893672
10;75;2;0;1;90;2;2;1;2;2;0;2;1;0.10989011;1;0;65.274089
26;67;2;1;1;71;0;3;1;2;1;0;2;2;0.361111111;0;0;67.131333
16;95;0;1;1;86;2;0;1;0;1;0;1;2;0.183908046;0;0;70.026838
14;97;2;1;0;72;0;1;1;1;1;0;1;2;0.191780822;0;0;68.33606
18;92;0;2;1;70;2;1;1;2;1;0;1;1;0.253521127;0;0;68.37908
26;88;1;0;0;81;2;1;0;2;2;0;1;2;0.317073171;0;0;71.180667
28;61;1;2;1;80;1;2;2;2;2;0;2;2;0.345679012;0;0;66.809808
8;87;0;0;0;97;1;2;1;2;2;0;1;2;0.081632653;1;0;68.175488
16;82;2;0;1;69;2;2;1;2;2;0;0;2;0.228571429;1;0;67.611793
10;71;2;1;0;53;1;4;0;2;2;0;1;2;0.185185185;0;0;62.642782
20;67;2;0;0;53;0;1;1;2;2;0;2;2;0.37037037;0;0;63.896939
21;99;2;0;0;51;0;2;2;1;1;0;2;2;0.403846154;1;0;71.09592
22;79;2;2;1;98;0;0;0;2;1;0;1;2;0.222222222;0;0;68.121627
23;81;0;0;0;91;1;0;0;0;2;1;1;2;0.25;0;0;69.198887
13;67;1;2;1;90;2;2;1;2;0;0;1;2;0.142857143;0;0;63.060527
22;91;2;1;1;76;2;1;1;0;1;0;0;1;0.285714286;0;0;69.601377
20;65;0;2;1;71;1;2;1;2;1;1;0;2;0.277777778;0;0;63.860917
12;92;0;1;1;89;2;1;2;0;1;0;2;1;0.133333333;0;1;69.32323
26;92;1;2;1;98;2;2;2;2;1;0;2;1;0.262626263;0;0;72.097983
11;89;1;0;0;69;1;1;1;1;1;0;1;2;0.157142857;0;0;66.224669
17;85;0;0;1;66;2;0;2;0;1;0;0;1;0.253731343;0;0;66.937066
11;77;1;1;1;92;1;0;1;2;1;0;1;2;0.11827957;0;0;64.672792
23;73;1;0;0;60;0;1;2;2;2;0;2;2;0.37704918;0;0;66.521567
25;69;0;2;0;76;2;1;0;2;2;0;1;2;0.324675325;0;0;66.674447
25;89;2;2;1;81;0;3;2;2;0;0;0;2;0.304878049;0;0;70.583162
23;62;0;0;1;67;1;1;1;2;0;0;2;1;0.338235294;0;1;64.996232
25;92;0;2;0;93;0;3;0;2;1;0;1;2;0.265957447;0;0;72.76846
23;92;1;2;0;54;2;0;0;1;2;0;2;2;0.418181818;0;0;69.148234
18;61;0;1;1;71;1;3;0;0;1;0;0;2;0.25;0;0;64.664592
21;69;2;2;0;66;0;1;2;2;1;0;1;0;0.313432836;0;0;62.908708
28;99;0;1;0;100;2;6;2;2;1;0;1;1;0.277227723;0;0;75.92888
13;74;0;0;1;61;2;2;1;2;2;0;1;1;0.209677419;1;0;65.088291
17;84;1;0;0;85;0;0;2;2;2;0;0;1;0.197674419;0;0;67.10971
20;66;1;2;1;83;2;2;1;2;1;0;0;2;0.238095238;0;0;64.941778
13;82;2;0;0;73;1;4;1;2;0;0;1;2;0.175675676;1;0;66.436815
22;86;2;1;0;85;2;1;2;2;0;0;2;2;0.255813953;0;0;67.955329
18;96;0;2;0;56;1;2;2;2;1;0;0;2;0.315789474;0;0;68.804721
22;67;0;0;0;58;2;2;0;1;1;0;2;2;0.372881356;1;1;66.957786
9;77;1;1;0;80;2;3;2;2;2;1;1;2;0.111111111;0;0;63.626816
24;72;0;0;0;78;0;0;1;0;0;0;1;2;0.303797468;0;0;66.862202
19;80;1;2;1;63;0;1;2;2;1;0;0;2;0.296875;0;0;66.202916
28;85;2;0;1;98;2;2;1;0;2;1;1;2;0.282828283;1;0;72.830869
21;99;2;1;1;59;1;1;0;0;0;0;0;1;0.35;0;0;69.853086
23;88;2;2;0;70;2;2;2;0;1;0;1;2;0.323943662;0;0;68.998078
18;69;0;0;1;54;1;1;0;0;1;0;1;2;0.327272727;0;0;64.914076
19;72;2;1;1;58;2;0;2;1;1;0;1;2;0.322033898;0;0;63.850837
21;89;2;1;1;80;2;0;2;1;1;0;2;1;0.259259259;0;0;68.451688
16;87;0;2;0;53;0;3;2;0;1;0;0;2;0.296296296;0;0;67.397317
24;60;2;2;1;68;2;0;2;1;1;0;2;2;0.347826087;0;0;63.181375
6;69;0;2;1;94;2;1;2;2;1;0;2;2;0.063157895;0;1;63.038871
30;80;0;0;0;80;2;0;1;2;2;0;2;2;0.37037037;0;1;71.513899
32;68;2;1;0;97;0;1;1;2;2;0;1;2;0.326530612;0;0;69.264331
14;89;2;1;0;96;1;2;1;0;1;0;0;1;0.144329897;0;0;67.979043
22;97;2;0;1;54;2;1;1;0;2;0;2;2;0.4;0;0;71.218994
18;61;2;2;1;96;2;0;2;2;0;0;1;2;0.18556701;0;0;62.21866
15;96;2;0;1;59;0;2;2;0;1;0;1;2;0.25;1;0;69.847482
21;88;2;1;0;75;0;1;2;0;1;0;2;1;0.276315789;0;0;68.43934
16;83;2;2;1;60;2;0;0;2;2;0;0;1;0.262295082;0;0;64.922521
32;84;1;2;1;64;2;1;1;0;2;0;0;2;0.492307692;0;0;71.640688
25;85;2;2;0;58;2;2;2;0;1;0;0;2;0.423728814;0;0;68.369792
23;92;2;0;0;52;0;1;0;2;2;0;1;2;0.433962264;0;0;69.744371
23;100;1;2;1;93;2;4;1;2;1;0;2;1;0.244680851;0;0;73.596146
10;85;2;2;1;64;1;1;2;2;0;0;0;2;0.153846154;0;0;63.552585
26;74;2;1;1;96;2;2;2;0;1;0;1;2;0.268041237;0;0;69.252713
15;76;0;0;0;53;2;1;1;2;1;0;0;2;0.277777778;0;0;63.914107
8;100;0;0;1;71;2;0;1;0;2;0;2;2;0.111111111;0;1;69.780713
14;88;2;2;0;67;2;2;0;1;1;0;2;0;0.205882353;0;0;65.362998
17;72;2;2;0;61;2;1;2;2;1;0;2;1;0.274193548;0;0;62.316867
24;62;1;2;0;95;2;1;0;1;2;0;0;0;0.25;0;0;64.795573
19;77;0;1;0;97;1;4;1;2;0;0;1;2;0.193877551;0;0;68.233132
44;68;0;1;0;75;1;3;2;0;0;0;1;1;0.578947368;0;0;71.954547
11;100;2;2;1;54;1;1;1;2;0;0;2;2;0.2;0;0;66.583831
12;71;2;1;0;100;2;2;0;2;1;1;0;2;0.118811881;0;0;63.192681
24;81;2;1;0;61;2;1;1;1;2;0;0;2;0.387096774;0;0;67.666613
21;83;2;2;1;75;0;1;1;0;1;0;1;0;0.276315789;0;0;67.319584
27;63;0;0;1;92;2;0;1;2;1;0;0;2;0.290322581;0;0;66.849408
16;62;2;0;0;92;2;0;2;2;2;0;1;2;0.172043011;0;0;62.689095
17;77;0;2;1;77;1;0;2;2;2;0;1;2;0.217948718;0;0;66.075775
26;90;0;0;1;53;2;1;1;2;1;0;1;0;0.481481481;0;0;69.667461
16;67;2;2;0;95;1;2;2;2;1;1;1;2;0.166666667;0;0;62.964666
24;92;1;0;1;71;1;2;1;0;2;0;1;2;0.333333333;1;0;73.101581
16;98;0;1;1;52;2;3;1;0;1;0;0;1;0.301886792;0;0;69.724409
17;67;2;2;1;84;0;1;0;0;1;0;2;1;0.2;0;0;64.14007
29;74;0;2;0;68;2;0;2;0;2;0;1;2;0.420289855;0;0;68.242201
16;96;0;2;1;97;2;0;2;0;1;0;0;2;0.163265306;0;0;70.310705
16;61;0;2;0;54;1;1;1;2;1;0;1;2;0.290909091;0;0;60.946003
28;86;1;2;0;85;2;6;1;0;1;0;1;2;0.325581395;0;0;73.038781
17;92;2;1;1;90;0;1;0;1;0;0;1;2;0.186813187;0;0;69.322484
18;85;1;2;1;89;2;1;0;2;2;0;1;2;0.2;0;0;68.719545
12;96;0;0;0;88;0;0;2;2;2;0;0;1;0.134831461;0;0;68.587742
17;68;2;2;0;70;2;2;2;2;2;0;1;2;0.23943662;0;0;63.342159
12;74;1;2;0;54;2;2;2;2;2;0;2;1;0.218181818;0;0;62.243261
20;80;1;0;0;81;2;3;2;2;0;0;2;2;0.243902439;1;0;68.162142
24;95;0;0;1;78;2;2;1;0;0;0;2;0;0.303797468;1;1;73.244399
25;97;2;2;1;77;1;1;1;0;2;0;2;2;0.320512821;0;0;72.728957
14;78;0;2;1;76;2;0;0;2;0;1;0;2;0.181818182;0;0;63.491829
21;79;2;1;0;73;2;1;1;1;1;0;1;2;0.283783784;0;0;66.508517
25;70;2;2;1;79;1;3;0;2;1;0;1;2;0.3125;0;0;67.408085
28;92;1;2;0;69;2;4;1;2;1;0;1;1;0.4;0;0;71.606946
29;91;2;0;0;54;1;2;1;2;1;0;2;1;0.527272727;1;0;71.247866
20;71;1;2;0;72;2;4;2;2;2;0;2;1;0.273972603;0;0;65.758951
27;78;0;0;0;85;2;0;0;2;2;0;0;2;0.313953488;0;0;69.528615
22;78;0;0;0;92;1;1;0;0;2;0;1;1;0.23655914;0;0;69.161345
18;72;2;2;0;71;1;2;0;2;2;0;2;2;0.25;0;0;64.961649
24;75;0;0;1;51;0;1;2;0;0;0;1;2;0.461538462;0;0;67.154303
12;95;1;2;1;82;0;2;1;2;0;0;1;1;0.144578313;0;0;67.749272
25;62;0;2;0;71;2;0;1;0;2;0;1;1;0.347222222;0;0;64.492197
26;90;2;2;0;65;0;3;2;0;2;0;1;2;0.393939394;0;0;71.341841
13;87;1;2;0;54;1;2;1;2;2;0;1;1;0.236363636;0;0;65.328375
17;71;1;0;1;78;1;0;2;2;2;0;0;2;0.215189873;0;0;65.081924
9;86;0;2;0;86;2;1;1;0;1;0;1;2;0.103448276;0;0;65.816721
28;61;0;2;1;92;1;1;2;0;1;0;0;2;0.301075269;0;0;67.131655
30;94;2;1;0;52;1;3;0;2;1;0;2;1;0.566037736;0;0;71.730529
16;73;2;1;1;71;2;2;0;0;2;0;0;2;0.222222222;0;0;65.639613
22;83;2;2;1;60;1;4;2;2;1;0;2;1;0.360655738;0;0;68.013939
23;76;2;2;0;66;2;2;2;2;1;0;0;2;0.343283582;0;0;65.870657
27;72;0;0;1;53;2;3;2;1;1;0;1;0;0.5;1;0;68.030334
26;79;0;1;0;66;2;1;0;2;2;1;1;1;0.388059701;0;0;67.468834
26;98;2;1;1;97;2;2;1;2;1;1;2;1;0.265306122;0;0;72.463001
28;87;2;2;1;70;2;2;1;2;1;0;2;2;0.394366197;0;0;70.547521
26;68;2;2;0;63;2;2;1;0;2;0;1;2;0.40625;0;0;66.24194
24;60;1;2;1;92;1;3;2;2;2;0;0;2;0.258064516;0;0;66.365137
27;79;2;1;0;65;1;0;2;2;0;0;0;2;0.409090909;0;0;66.621602
13;93;1;1;1;53;0;1;2;1;2;0;2;2;0.240740741;0;0;67.747999
14;76;2;2;0;85;0;3;1;2;1;0;0;2;0.162790698;0;0;65.135194
19;91;2;0;0;57;1;3;0;0;0;0;1;1;0.327586207;1;0;68.871512
18;99;2;0;1;54;1;0;2;2;2;0;2;1;0.327272727;0;0;69.055135
14;60;0;2;0;50;2;2;2;2;1;0;0;2;0.274509804;0;0;60.048875
32;84;1;2;1;96;2;1;1;2;2;0;1;2;0.329896907;0;0;72.714091
11;98;2;2;1;82;1;1;2;2;2;0;2;0;0.13253012;0;0;67.603375
17;69;0;0;1;96;2;2;1;2;0;0;0;0;0.175257732;1;0;65.437427
13;79;2;0;0;70;0;4;1;2;2;1;1;2;0.183098592;1;0;66.090881
19;63;2;0;1;56;2;2;1;2;2;0;1;2;0.333333333;1;0;64.18359
21;80;2;2;1;79;1;2;2;0;2;0;0;2;0.2625;0;0;68.489913
22;90;1;0;0;99;2;1;1;1;2;0;0;2;0.22;0;0;71.397326
15;84;1;2;1;92;2;3;2;2;2;0;0;2;0.161290323;0;0;68.399954
20;64;2;2;0;81;2;0;0;0;2;0;1;1;0.243902439;0;0;63.328402
19;64;0;2;0;57;1;0;2;0;1;0;1;2;0.327586207;0;0;62.484412
9;61;1;0;1;53;2;0;2;2;2;1;2;0;0.166666667;0;0;57.714929
17;99;2;2;1;62;2;3;2;2;1;0;1;2;0.26984127;0;0;69.597461
14;95;2;2;1;51;2;5;2;2;2;0;0;2;0.269230769;0;0;68.746194
28;69;2;0;0;99;1;0;0;2;0;0;1;1;0.28;0;0;66.704368
24;72;2;2;0;75;2;3;0;2;1;0;0;2;0.315789474;0;0;66.488723
13;78;2;0;1;96;0;2;1;2;1;0;0;1;0.134020619;1;0;66.694335
19;72;0;2;1;76;2;1;2;0;2;0;1;1;0.246753247;0;0;65.901219
15;79;1;2;1;79;2;2;1;2;1;0;0;1;0.1875;0;0;65.402451
24;94;0;1;1;80;0;1;1;2;1;0;1;2;0.296296296;0;0;72.097723
14;64;2;2;1;85;2;0;2;2;1;0;1;2;0.162790698;0;0;61.629495
22;63;0;0;1;53;0;3;1;0;0;0;1;2;0.407407407;1;0;65.894248
11;71;1;2;1;55;2;1;1;2;0;0;0;2;0.196428571;0;0;60.944986
19;83;0;1;0;69;2;5;2;2;2;0;2;0;0.271428571;0;1;69.275278
11;87;1;2;0;57;0;0;1;2;0;0;1;1;0.189655172;0;0;63.101744
24;93;0;2;1;88;1;1;2;0;0;0;1;1;0.269662921;0;0;71.198611
24;93;2;2;1;96;2;5;0;2;0;0;2;2;0.24742268;0;0;72.801102
17;68;2;0;1;71;2;1;2;0;1;0;1;2;0.236111111;0;0;64.085226
20;93;2;2;1;50;2;1;0;0;2;0;0;2;0.392156863;0;0;69.051262
18;68;2;0;1;83;1;1;1;2;2;0;0;2;0.214285714;0;0;65.232315
22;65;2;2;1;81;0;5;2;2;2;0;0;0;0.268292683;0;0;65.96786
18;79;2;0;1;86;2;3;1;1;1;0;0;2;0.206896552;1;0;68.619772
22;76;1;0;0;65;1;0;2;0;1;0;1;0;0.333333333;0;0;65.36697
21;80;2;2;1;55;0;1;0;0;0;0;2;1;0.375;0;0;65.940321
27;94;2;1;0;86;2;2;2;2;1;0;1;2;0.310344828;0;0;71.910352
25;63;0;1;1;63;2;0;2;0;2;1;2;2;0.390625;0;1;65.767057
17;73;2;0;1;62;1;2;1;2;0;0;0;0;0.26984127;1;0;63.933995
31;94;1;2;0;92;1;1;0;1;1;0;1;2;0.333333333;0;0;73.62841
16;66;1;2;1;52;2;1;2;1;0;1;1;2;0.301886792;0;0;60.675662
29;68;2;1;0;70;1;0;2;2;0;0;2;2;0.408450704;0;0;65.3995
27;62;0;2;0;53;1;1;2;2;2;0;1;1;0.5;0;0;64.295927
26;69;0;0;0;95;1;0;2;2;0;0;2;2;0.270833333;0;1;67.927845
23;65;0;2;1;74;2;2;2;0;1;0;0;1;0.306666667;0;0;65.412307
25;82;0;2;0;72;0;0;0;2;2;0;0;2;0.342465753;0;0;68.868475
18;72;0;0;1;95;2;1;2;2;0;0;1;1;0.1875;0;0;65.631868
24;68;0;2;1;95;1;3;2;2;2;0;1;1;0.25;0;0;68.065128
27;70;2;2;0;99;0;2;1;2;1;0;1;2;0.27;0;0;67.978531
20;91;0;2;0;91;2;3;0;0;1;0;1;2;0.217391304;0;0;71.208902
33;86;2;2;0;69;2;0;2;2;1;0;0;2;0.471428571;0;0;69.99264
10;76;2;1;0;68;2;1;0;1;1;0;0;2;0.144927536;0;0;62.531669
30;88;2;2;0;91;2;3;2;1;2;0;1;2;0.326086957;0;0;72.747827
27;92;0;2;1;99;1;4;1;1;2;0;1;2;0.27;0;0;75.15874
20;64;0;1;0;95;2;4;2;2;1;0;1;2;0.208333333;0;0;66.075295
22;63;1;1;0;83;2;3;2;2;0;0;0;2;0.261904762;0;0;64.41473
24;60;1;2;0;62;0;4;1;0;0;0;1;2;0.380952381;0;0;64.570465
13;70;2;0;1;78;2;0;1;2;0;1;1;2;0.164556962;0;0;61.526875
18;78;0;1;1;85;0;3;1;1;0;0;0;2;0.209302326;0;0;68.007551
20;61;0;2;1;80;2;1;1;0;2;0;1;2;0.24691358;0;0;64.813888
15;69;0;1;0;79;1;1;2;2;2;0;1;1;0.1875;0;0;63.690401
14;100;2;1;0;76;1;1;2;2;1;0;2;2;0.181818182;0;0;68.674417
20;61;2;1;1;70;1;1;2;2;2;0;1;1;0.281690141;0;0;62.95123
19;74;2;2;1;76;0;5;2;0;1;1;0;2;0.246753247;0;0;66.739694
22;67;1;2;1;71;1;1;2;0;1;0;0;1;0.305555556;0;0;64.727608
21;75;1;2;1;91;2;2;1;1;1;0;1;2;0.22826087;0;0;67.735191
15;87;1;2;0;54;2;1;2;2;1;0;1;1;0.272727273;0;0;64.657275
24;63;0;2;0;59;1;1;1;2;1;1;1;2;0.4;0;0;63.109123
18;68;0;0;0;82;1;0;2;0;2;0;1;2;0.21686747;0;0;65.31851
19;69;2;2;1;96;2;0;0;0;2;0;1;1;0.195876289;0;0;65.39724
5;92;2;2;1;52;2;2;0;2;1;1;0;1;0.094339623;0;0;62.595998
10;97;1;0;0;72;0;0;1;2;1;0;2;1;0.136986301;0;0;66.746666
22;82;0;1;0;66;2;1;1;0;0;0;1;1;0.328358209;0;0;67.030722
23;97;2;0;1;60;2;1;2;0;1;0;0;2;0.37704918;0;0;70.974082
16;64;0;1;1;65;2;3;2;0;2;0;2;1;0.242424242;0;1;65.115534
27;64;0;1;1;58;2;2;0;0;1;0;2;0;0.457627119;0;1;66.812349
30;94;1;2;1;88;1;2;1;2;1;1;0;2;0.337078652;0;0;72.924194
22;70;2;2;0;91;2;2;2;2;2;0;1;2;0.239130435;0;0;66.22783
31;93;0;2;0;80;2;3;2;2;1;0;1;2;0.382716049;0;0;73.453088
21;92;0;1;0;62;2;1;2;1;2;0;1;2;0.333333333;0;0;69.696756
21;95;1;2;0;78;0;2;1;0;1;1;1;2;0.265822785;0;0;70.202096
20;85;2;1;0;81;1;1;0;0;2;0;0;2;0.243902439;0;0;68.794264
19;97;0;0;0;78;1;0;2;1;0;0;0;1;0.240506329;0;0;69.287142
17;97;2;1;0;73;0;1;2;0;1;0;0;2;0.22972973;0;0;69.298156
21;95;0;2;1;66;0;1;2;0;2;0;0;2;0.313432836;0;0;71.280966
15;85;1;2;1;89;0;0;2;2;0;0;0;1;0.166666667;0;0;65.900012
21;97;1;1;0;78;2;0;0;2;1;0;2;2;0.265822785;0;0;70.191275
19;98;2;1;1;96;2;2;1;2;0;0;1;1;0.195876289;0;0;70.654154
23;67;1;1;0;98;2;2;1;0;0;0;0;2;0.232323232;0;0;66.420395
23;65;2;0;1;58;1;1;1;2;1;1;0;1;0.389830508;0;0;63.055682
22;68;0;2;1;53;0;1;2;2;1;0;1;1;0.407407407;0;0;64.227618
24;92;0;0;0;85;0;0;2;2;2;0;0;2;0.279069767;0;0;71.531863
19;82;0;1;0;71;2;1;1;0;1;0;0;2;0.263888889;0;0;67.332374
24;91;2;0;1;62;1;3;1;2;0;0;0;1;0.380952381;1;0;70.469695
30;66;2;0;0;61;1;0;0;0;2;0;1;0;0.483870968;0;0;65.955851
23;65;2;2;0;94;2;1;0;2;0;0;0;2;0.242105263;0;0;64.34548
24;63;2;2;1;78;2;0;1;0;0;0;1;2;0.303797468;0;0;64.018909
24;85;2;2;1;95;2;2;2;2;0;0;1;2;0.25;0;0;69.503937
21;96;2;2;1;59;1;2;0;2;0;0;0;2;0.35;0;0;69.402371
24;73;2;0;1;64;2;4;0;2;1;1;0;1;0.369230769;1;0;67.108664
21;78;2;0;0;60;2;3;0;2;0;0;1;1;0.344262295;1;0;66.367009
20;89;1;2;1;85;2;2;2;0;2;0;2;2;0.23255814;0;0;70.638501
21;87;2;2;0;90;0;3;0;2;0;0;1;2;0.230769231;0;0;69.230848
16;76;1;2;0;66;1;1;2;2;1;0;2;2;0.23880597;0;0;64.072613
19;96;2;2;0;82;2;1;0;2;1;0;2;2;0.228915663;0;0;69.409079
15;100;2;1;0;74;2;2;2;2;0;0;1;0;0.2;0;0;67.579602
17;93;0;1;0;95;2;1;1;2;1;0;1;2;0.177083333;0;0;69.749728
25;70;2;2;0;52;2;1;2;2;2;0;2;2;0.471698113;0;0;64.895596
11;75;0;0;1;77;2;1;0;0;1;1;0;1;0.141025641;0;0;63.659901
13;70;2;2;0;87;2;1;1;1;1;0;1;2;0.147727273;0;0;62.860817
13;87;0;2;1;96;1;3;1;1;1;1;0;2;0.134020619;0;0;68.196608
20;61;0;0;0;68;2;1;0;1;2;0;1;2;0.289855072;0;0;64.093857
15;60;2;2;0;66;0;2;0;2;1;0;1;2;0.223880597;0;0;61.0341
22;95;2;0;1;69;2;1;1;2;2;0;0;2;0.314285714;0;0;70.863085
23;95;2;2;1;86;2;3;1;2;2;1;2;0;0.264367816;0;0;70.665847
28;76;1;1;0;67;0;1;0;1;0;0;0;2;0.411764706;0;0;67.881632
15;74;0;2;1;79;2;0;0;2;0;0;0;2;0.1875;0;0;63.961747
20;95;2;2;0;65;0;2;1;2;1;0;0;2;0.303030303;0;0;69.168201
28;87;1;1;1;57;2;2;2;0;0;0;1;1;0.482758621;0;0;69.93028
18;99;2;2;0;67;2;5;1;2;2;0;2;2;0.264705882;0;0;71.15817
22;62;0;2;0;51;2;2;1;2;1;0;1;2;0.423076923;0;0;63.080267
26;66;2;2;0;91;2;3;2;2;2;0;0;2;0.282608696;0;0;66.941248
19;98;2;0;0;90;1;1;0;2;2;0;0;0;0.208791209;0;0;70.387558
22;76;2;1;0;87;1;2;1;0;1;1;0;2;0.25;0;0;66.86245
20;96;2;2;0;71;2;5;1;0;1;0;0;2;0.277777778;0;0;71.15136
16;83;1;1;1;61;2;0;2;0;1;0;0;2;0.258064516;0;0;65.824854
24;77;0;1;1;82;1;1;2;2;1;0;1;2;0.289156627;0;0;68.5416
27;97;2;2;0;69;2;1;1;2;1;0;1;1;0.385714286;0;0;70.598446
26;87;2;2;1;82;0;1;1;2;0;0;2;2;0.313253012;0;0;69.9018
19;94;2;1;1;65;0;1;1;0;0;0;2;1;0.287878788;0;0;68.751074
21;80;2;0;0;78;2;1;1;0;0;0;1;1;0.265822785;0;0;66.4844
22;88;2;2;1;60;1;1;1;2;1;0;1;1;0.360655738;0;0;67.711331
23;78;0;0;1;60;2;2;0;0;2;0;1;0;0.37704918;1;0;68.900884
24;77;1;2;0;92;0;0;0;2;1;0;1;1;0.258064516;0;0;67.279509
22;62;0;2;1;70;1;4;1;2;0;0;0;2;0.309859155;0;0;64.983472
15;62;1;0;0;64;0;2;1;2;1;0;0;2;0.230769231;1;0;62.697277
18;95;0;0;1;85;1;2;1;0;2;0;0;2;0.209302326;1;0;72.962246
21;71;2;2;1;55;1;1;2;2;0;0;1;1;0.375;0;0;63.180129
24;93;0;2;1;51;0;4;2;2;2;1;1;2;0.461538462;0;0;71.216521
17;81;0;1;1;53;0;0;2;2;1;0;1;0;0.314814815;0;0;64.679628
19;84;1;2;1;90;0;2;1;2;1;0;2;0;0.208791209;0;0;68.104762
23;86;2;2;0;91;2;0;1;2;0;0;1;2;0.25;0;0;67.852425
20;62;1;1;0;92;0;2;2;2;2;0;2;1;0.215053763;0;0;64.720526
20;86;0;1;0;60;2;1;2;2;1;1;0;0;0.327868852;0;0;65.499753
14;69;2;0;1;93;1;2;1;2;1;0;1;2;0.14893617;1;0;65.422811
13;100;2;1;1;54;2;0;2;0;2;0;0;2;0.236363636;0;0;68.127394
19;94;1;2;0;51;2;3;2;1;2;0;2;2;0.365384615;0;0;69.319078
19;81;1;2;1;96;0;0;2;0;1;0;2;2;0.195876289;0;0;68.252659
21;99;2;2;1;54;0;1;1;2;1;0;0;1;0.381818182;0;0;69.420765
17;81;2;0;0;78;2;2;1;2;2;0;1;1;0.215189873;1;0;67.159751
9;86;0;0;0;80;2;1;1;2;2;0;0;0;0.111111111;0;0;65.085616
15;92;0;1;1;67;1;1;0;0;2;0;2;2;0.220588235;0;1;70.46376
25;74;0;2;1;80;2;4;2;2;2;0;0;1;0.308641975;0;0;68.990043
18;88;1;2;0;87;2;2;2;0;1;0;2;1;0.204545455;0;0;68.375999
18;82;0;1;0;52;1;1;1;2;0;0;1;2;0.339622642;0;0;65.371824
18;79;2;2;1;79;2;0;1;0;1;0;0;0;0.225;0;0;65.011266
25;66;0;2;1;70;2;1;0;2;2;0;1;1;0.352112676;0;0;65.909803
19;88;1;2;1;59;2;2;2;2;1;0;1;2;0.316666667;0;0;67.786826
20;98;2;0;1;73;2;2;2;1;2;0;1;0;0.27027027;1;0;71.370748
19;95;1;0;1;91;0;1;2;0;1;0;0;2;0.206521739;0;0;71.645253
2;98;0;2;0;64;2;1;1;0;1;0;1;2;0.030769231;0;0;64.983419
19;80;0;0;1;100;2;1;2;2;2;0;1;2;0.188118812;0;0;69.292353
12;76;2;1;1;71;1;0;2;2;0;0;1;2;0.166666667;0;0;62.634062
16;83;2;2;1;73;0;3;1;1;0;0;0;2;0.216216216;0;0;66.784283
29;61;2;0;1;52;1;3;1;2;2;0;0;2;0.547169811;1;0;67.131595
25;96;2;1;1;55;0;2;2;0;1;0;1;1;0.446428571;0;0;71.236395
34;84;2;0;1;95;2;1;1;2;1;0;2;0;0.354166667;0;0;72.037391
14;66;1;2;1;96;1;0;0;2;0;0;0;1;0.144329897;0;0;62.307485
11;97;1;2;1;60;1;2;1;2;2;0;0;2;0.180327869;0;0;68.008587
19;65;0;2;0;55;2;1;1;0;2;0;2;1;0.339285714;0;1;64.068154
24;77;2;2;1;78;1;2;0;0;2;0;1;1;0.303797468;0;0;68.549873
20;72;0;2;1;90;0;2;2;2;1;0;1;2;0.21978022;0;0;67.13988
25;73;2;1;1;73;2;1;2;2;2;0;1;2;0.337837838;0;0;67.225101
23;100;2;2;0;65;1;1;2;0;1;1;1;2;0.348484848;0;0;70.038828
17;98;2;0;1;70;1;1;0;2;0;0;1;2;0.23943662;0;0;69.369082
16;61;2;1;0;91;0;2;2;0;1;0;0;1;0.173913043;0;0;62.782893
27;72;0;0;1;53;2;1;0;2;1;0;2;2;0.5;0;1;68.507673
19;61;2;0;1;84;0;2;2;0;2;0;1;2;0.223529412;1;0;65.850754
12;65;2;0;1;75;0;0;0;2;0;0;1;1;0.157894737;0;0;60.89311
19;82;0;2;1;58;1;2;2;0;2;0;0;2;0.322033898;0;0;68.030505
23;95;2;2;1;94;0;2;2;2;1;0;1;2;0.242105263;0;0;72.010572
20;97;2;2;0;81;2;3;2;0;1;1;0;2;0.243902439;0;0;70.00848
20;93;0;2;1;51;1;1;2;2;2;0;1;2;0.384615385;0;0;69.333324
20;81;0;2;1;55;2;1;0;2;2;0;2;1;0.357142857;0;1;67.756684
28;71;2;2;1;57;0;1;1;0;1;0;2;2;0.482758621;0;0;67.195591
12;79;1;2;1;69;2;2;1;0;1;0;2;2;0.171428571;0;0;65.142288
19;76;2;1;1;66;2;1;0;2;2;0;1;2;0.28358209;0;0;65.994998
22;82;2;2;0;61;2;2;1;2;0;1;1;2;0.35483871;0;0;65.387955
